store,websites,attribute_set,type,categories,sku,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,image_label,small_image_label,thumbnail_label,country_of_manufacture,status,visibility,tax_class_id,color,price,weight,description,short_description,meta_keyword,special_from_date,qty,is_in_stock,manage_stock,media_gallery,brand,age_range,bottle_volume,featured,special_price,size,delivery_time,free_shipping
default,base,Default,simple,[Default Category]/安全座椅;;[Default Category]/安全座椅/Concord,concord-airsafe-raven-black-1,CONCORD Airsafe 黑色提篮 新生儿 0-18月 体重 0-13KG 适用,CONCORD Airsafe 黑色提篮 新生儿体重 0-13KG 适用,"业界最轻的提篮, 重量仅2.9KG, 尺寸 63 X 44 X 57 cm (长 X 宽 X 厚)。适合0 至 18 月 重量不超过 13 公斤的宝宝, 可搭配ISOFIX接口的底座 AIRFIX Base。",/a/i/airsafe_ravenblack_402426.png,/a/i/airsafe_ravenblack_402426.png,/a/i/airsafe_ravenblack_402426.png,concord-airsafe-raven-black-2015,concord-airsafe-raven-black-2015.html,,,,DE,Enabled,"Catalog, Search",None,Black,219.99,6,"<p>2015 <span style=""font-size: medium;"">新款。轻便意味着方便移动，搬运，方便从汽车上搬到推车上反之亦然。Concord 遵循这一设计理念重金聘请Chanel一线设计师完成了这款业界最轻的提篮。提篮座舱内表面采用蜂窝式设计，该技术使得在碰撞中表现出良好缓冲效果。其余的安全设计也表现非凡。可以使用传统的三点式安全带方式将宝宝牢牢固定。也可以选用Condord Airfix ISOFIX-Base底座与车子的ISOFIX接口进行固定，使得安装与传统的安全带方式相比更加宜用方便和牢固。此外Air.Safe提篮采用松软并且方便拆洗的布套，清洁变得举手之劳，宝贝健康得到保障。</span></p>

<p><span style=""font-size: medium;""><strong>系列</strong>: 2015 </span></p>
<p><span style=""font-size: medium;""><strong>宝贝年龄段与体重</strong>: 适合0至18月; 体重不超过13公斤的宝宝。</span></p>
<p><span style=""font-size: medium;""><strong>重量</strong>: 提篮自重 2.9公斤.</span></p>
<p><span style=""font-size: medium;""><strong>尺寸</strong>: 63 X 44 X 57 cm (长 X 宽 X 厚)。</span></p>
<p><span style=""font-size: medium;""><strong>安装方式</strong>： 通用(安全带安装).&nbsp;</span></p>
<p><span style=""font-size: medium;""><strong>可选配件ISOFIX底座</strong>：如果汽车座椅带有ISOFIX 接口，可购买配套装备 Concord AIRFIX (Airsafe Isofix Base）。</span></p>","业界最轻的提篮, 重量仅2.9KG, 尺寸 63 X 44 X 57 cm (长 X 宽 X 厚)。适合0 至 18 月 重量不超过 13 公斤的宝宝。
","CONCORD, Airsafe, 提篮, 新生儿体重, 0-13KG, 可适配, ISOFIX接口的底座 AIRFIX Base, 适合0至18月, 提篮自重 2.9公斤",2015-10-29 00:00:00,10,1,1,/a/i/airsafe_ravenblack_402426.png;/a/i/airsafe_ravenblack_293426.png;/a/i/airsafe_ravenblack-side_402426.png;/a/i/airsafe_ravenblack-details.png,Concord,0-18 Months,,,,,5 – 6,No
